order_id,delivery_person_id,delivery_person_age,delivery_person_rating,city,order_date,order_time,weather_conditions,road_traffic_density,vehicle_condition,type_of_order,type_of_vehicle,multiple_deliveries,festival,distance_km,order_value_inr,payment_type,order_status,cancellation_reason,delivery_time_min
ORD103186,MUMRES11DEL05,31,4.3,Mumbai,2026-03-14,22:51:00,Cloudy,High,2,Snack,scooter,0,No,7.71,198.76,UPI,Delivered,,38.4
ORD105545,DELRES28DEL07,32,4.8,Delhi,2026-03-14,23:24:00,Sunny,High,3,Meal,motorcycle,0,No,3.14,145.03,Cash,Delivered,,34.0
ORD101753,KOLRES01DEL07,19,3.9,Kolkata,2026-03-14,23:39:00,Fog,Medium,1,Buffet,electric_scooter,0,No,1.02,689.99,Wallet,Delivered,,35.1
ORD104121,BENRES30DEL03,18,4.3,Bengaluru,2026-03-15,05:41:00,Windy,Jam,1,Drinks,scooter,0,No,1.15,158.73,UPI,Delivered,,36.1
ORD100387,HYDRES41DEL05,23,4.4,Hyderabad,2026-03-15,05:56:00,Windy,Medium,0,Drinks,electric_scooter,0,No,1.01,206.96,UPI,Delivered,,27.9
ORD101788,CHERES11DEL04,24,4.7,Chennai,2026-03-15,06:41:00,Cloudy,High,3,Drinks,bicycle,0,No,8.65,693.49,Cash,Cancelled,Traffic Delay,
ORD104670,BENRES34DEL04,23,4.6,Bengaluru,2026-03-15,06:55:00,Fog,Jam,3,Buffet,motorcycle,0,No,6.42,375.62,Card,Delivered,,47.3
ORD100298,KOLRES20DEL08,27,4.3,Kolkata,2026-03-15,07:38:00,Cloudy,High,0,Buffet,motorcycle,1,No,7.82,113.61,Cash,Delivered,,46.1
ORD103793,DELRES22DEL03,39,4.0,Delhi,2026-03-15,08:00:00,Fog,Low,3,Meal,motorcycle,1,No,1.09,199.02,Cash,Delivered,,33.7
ORD105490,KOLRES07DEL05,22,3.7,Kolkata,2026-03-15,08:52:00,Stormy,High,2,Buffet,scooter,1,No,0.82,162.87,UPI,Delivered,,45.1
ORD102039,MUMRES38DEL01,35,4.5,Mumbai,2026-03-15,09:26:00,Sunny,Medium,2,Buffet,motorcycle,0,No,17.73,257.49,UPI,Delivered,,51.3
ORD104869,MUMRES24DEL08,43,3.7,Mumbai,2026-03-15,09:50:00,Stormy,Medium,1,Snack,scooter,0,No,2.85,512.2,Cash,Delivered,,30.5
ORD104536,KOLRES35DEL06,24,4.3,Kolkata,2026-03-15,10:02:00,Cloudy,Low,3,Buffet,electric_scooter,0,No,2.92,345.3,Cash,Delivered,,23.4
ORD102073,BENRES12DEL04,45,4.7,Bengaluru,2026-03-15,10:15:00,Sunny,High,2,Snack,motorcycle,1,No,3.8,266.42,Card,Delivered,,31.7
ORD104555,BENRES08DEL01,36,4.2,Bengaluru,2026-03-15,10:15:00,Sunny,Medium,3,Snack,motorcycle,2,No,5.62,246.39,Card,Delivered,,39.9
ORD100559,BENRES32DEL02,36,4.7,Bengaluru,2026-03-15,10:45:00,Fog,Low,0,Buffet,electric_scooter,0,No,8.89,352.2,Card,Delivered,,45.2
ORD100011,PUNRES01DEL03,23,4.6,Pune,2026-03-15,10:56:00,Sunny,Low,2,Snack,electric_scooter,3,No,5.7,542.54,UPI,Delivered,,33.4
ORD104493,MUMRES17DEL01,26,4.7,Mumbai,2026-03-15,11:17:00,Cloudy,Low,1,Drinks,motorcycle,1,No,2.95,414.51,UPI,Delivered,,30.0
ORD102176,BENRES09DEL06,28,4.5,Bengaluru,2026-03-15,11:29:00,Windy,High,0,Snack,scooter,0,No,2.18,194.87,UPI,Delivered,,33.5
ORD101180,PUNRES05DEL01,42,4.8,Pune,2026-03-15,11:32:00,Fog,Medium,0,Meal,scooter,0,No,13.64,282.58,UPI,Cancelled,Customer Cancelled,
ORD104462,MUMRES39DEL04,31,4.5,Mumbai,2026-03-15,11:43:00,Cloudy,Medium,3,Buffet,bicycle,1,No,3.98,432.3,Cash,Delivered,,40.3
ORD103278,BENRES04DEL05,27,4.6,Bengaluru,2026-03-15,11:52:00,Sunny,High,3,Meal,scooter,0,No,11.65,298.36,UPI,Delivered,,44.7
ORD101217,BENRES25DEL08,22,3.9,Bengaluru,2026-03-15,12:02:00,Sunny,Low,0,Buffet,motorcycle,0,No,3.97,313.46,UPI,Delivered,,25.9
ORD105802,BENRES14DEL04,27,4.4,Bengaluru,2026-03-15,12:02:00,Sunny,Low,1,Drinks,motorcycle,0,No,5.83,94.06,UPI,Delivered,,21.6
ORD100530,BENRES10DEL03,24,4.2,Bengaluru,2026-03-15,12:05:00,Sunny,Low,1,Drinks,electric_scooter,0,No,1.15,367.98,UPI,Delivered,,17.9
ORD100890,HYDRES42DEL04,18,4.8,Hyderabad,2026-03-15,12:12:00,Sunny,High,0,Buffet,motorcycle,0,No,2.09,829.2,UPI,Delivered,,29.5
ORD105219,BENRES15DEL08,28,4.4,Bengaluru,2026-03-15,12:40:00,Stormy,Low,1,Meal,motorcycle,2,No,4.69,194.14,UPI,Delivered,,50.4
ORD104234,BENRES08DEL06,36,4.7,Bengaluru,2026-03-15,12:49:00,Cloudy,Medium,0,Snack,motorcycle,0,No,1.72,270.97,Wallet,Delivered,,22.4
ORD101196,KOLRES39DEL07,21,4.7,Kolkata,2026-03-15,12:54:00,Windy,High,0,Drinks,motorcycle,0,No,8.91,229.25,Card,Delivered,,47.2
ORD102592,DELRES11DEL07,25,4.8,Delhi,2026-03-15,13:17:00,Cloudy,Medium,3,Drinks,bicycle,2,No,2.62,514.43,UPI,Delivered,,37.9
ORD101283,CHERES02DEL01,28,4.2,Chennai,2026-03-15,13:21:00,Sunny,Jam,1,Drinks,motorcycle,0,No,4.88,435.47,UPI,Delivered,,38.6
ORD103476,MUMRES38DEL07,25,4.5,Mumbai,2026-03-15,13:26:00,Sandstorms,Medium,3,Meal,motorcycle,3,No,2.75,330.78,UPI,Delivered,,41.6
ORD104941,BENRES38DEL06,28,4.0,Bengaluru,2026-03-15,13:31:00,Sunny,Low,3,Buffet,scooter,3,No,1.75,280.96,UPI,Delivered,,36.3
ORD103100,BENRES04DEL05,32,4.3,Bengaluru,2026-03-15,13:37:00,Sunny,Low,2,Meal,motorcycle,1,No,8.3,272.9,Wallet,Delivered,,36.7
ORD101436,MUMRES27DEL05,28,4.5,Mumbai,2026-03-15,16:26:00,Windy,Low,1,Drinks,motorcycle,0,No,6.47,271.69,UPI,Delivered,,29.2
ORD102062,MUMRES44DEL02,36,4.3,Mumbai,2026-03-15,16:37:00,Sunny,High,1,Drinks,scooter,0,No,1.81,193.63,UPI,Delivered,,29.5
ORD103948,BENRES07DEL03,31,4.2,Bengaluru,2026-03-15,16:40:00,Sandstorms,Low,2,Meal,motorcycle,0,No,3.33,300.52,Card,Delivered,,35.5
ORD102784,PUNRES19DEL05,27,4.3,Pune,2026-03-15,17:11:00,Stormy,Low,3,Buffet,motorcycle,0,No,1.08,326.01,UPI,Cancelled,Delivery Partner Unavailable,
ORD105840,MUMRES15DEL07,23,4.1,Mumbai,2026-03-15,17:12:00,Sunny,Jam,1,Buffet,electric_scooter,3,No,15.89,358.05,UPI,Cancelled,Delivery Partner Unavailable,
ORD105568,CHERES32DEL02,34,3.9,Chennai,2026-03-15,17:14:00,Windy,Low,2,Drinks,motorcycle,1,No,6.28,135.41,UPI,Delivered,,40.4
ORD100667,BENRES24DEL03,29,4.3,Bengaluru,2026-03-15,17:40:00,Fog,High,0,Buffet,motorcycle,1,No,5.83,126.92,Card,Delivered,,49.0
ORD101767,MUMRES15DEL02,34,4.3,Mumbai,2026-03-15,18:39:00,Windy,High,2,Drinks,motorcycle,0,No,6.54,279.19,Card,Delivered,,40.6
ORD105363,DELRES36DEL08,26,4.2,Delhi,2026-03-15,18:44:00,Sunny,Low,1,Meal,motorcycle,1,No,1.05,292.84,Wallet,Delivered,,30.3
ORD100078,HYDRES17DEL08,31,3.9,Hyderabad,2026-03-15,19:06:00,Windy,Low,1,Drinks,electric_scooter,1,No,1.99,120.5,UPI,Delivered,,28.7
ORD103871,DELRES12DEL04,31,4.0,Delhi,2026-03-15,19:10:00,Windy,Jam,3,Meal,electric_scooter,1,No,3.07,251.33,UPI,Delivered,,51.6
ORD101053,BENRES08DEL06,28,3.9,Bengaluru,2026-03-15,19:15:00,Sunny,Medium,3,Drinks,electric_scooter,0,No,4.7,266.48,Cash,Delivered,,33.4
ORD102249,PUNRES07DEL02,28,4.4,Pune,2026-03-15,19:16:00,Sunny,High,3,Buffet,motorcycle,0,No,2.38,345.71,UPI,Delivered,,27.7
ORD101908,BENRES30DEL07,35,4.4,Bengaluru,2026-03-15,19:19:00,Sunny,Medium,3,Buffet,motorcycle,0,No,11.82,253.56,Cash,Delivered,,39.8
ORD102786,HYDRES08DEL05,26,4.7,Hyderabad,2026-03-15,19:20:00,Cloudy,High,0,Buffet,motorcycle,1,No,4.44,196.98,UPI,Delivered,,38.1
ORD105909,DELRES33DEL04,27,3.8,Delhi,2026-03-15,19:43:00,Windy,High,3,Meal,motorcycle,2,No,2.0,137.05,UPI,Delivered,,41.5
ORD101188,BENRES25DEL04,37,4.2,Bengaluru,2026-03-15,20:05:00,Sandstorms,Medium,2,Drinks,motorcycle,0,No,10.12,469.42,UPI,Delivered,,47.7
ORD105453,DELRES09DEL03,25,4.1,Delhi,2026-03-15,20:07:00,Fog,Jam,3,Buffet,scooter,0,No,2.26,369.53,UPI,Delivered,,45.6
ORD104682,MUMRES39DEL07,26,3.8,Mumbai,2026-03-15,20:38:00,Sunny,High,3,Drinks,scooter,3,No,3.37,327.53,UPI,Delivered,,49.3
ORD105136,MUMRES01DEL03,34,4.7,Mumbai,2026-03-15,20:39:00,Sunny,High,2,Snack,motorcycle,2,No,6.07,493.73,UPI,Delivered,,48.1
ORD104424,MUMRES24DEL04,32,4.6,Mumbai,2026-03-15,20:58:00,Sunny,High,1,Meal,scooter,0,No,3.42,191.38,Card,Delivered,,32.2
ORD101700,PUNRES08DEL02,28,3.9,Pune,2026-03-15,21:12:00,Stormy,Low,3,Buffet,electric_scooter,0,No,11.14,439.23,UPI,Delivered,,43.5
ORD100425,DELRES29DEL03,30,4.0,Delhi,2026-03-15,21:23:00,Sunny,Medium,1,Meal,electric_scooter,1,No,1.37,114.04,UPI,Delivered,,30.5
ORD100893,BENRES17DEL07,24,4.3,Bengaluru,2026-03-15,21:31:00,Windy,Low,0,Meal,scooter,0,No,8.66,117.22,UPI,Delivered,,34.5
ORD100808,HYDRES14DEL02,28,5.0,Hyderabad,2026-03-15,21:57:00,Sunny,High,0,Snack,motorcycle,0,No,2.48,279.6,UPI,Delivered,,34.5
ORD104685,BENRES15DEL08,29,4.2,Bengaluru,2026-03-15,22:29:00,Sunny,Jam,2,Drinks,motorcycle,2,No,3.82,299.81,UPI,Delivered,,46.8
ORD102895,HYDRES33DEL01,29,4.2,Hyderabad,2026-03-15,23:12:00,Sunny,High,0,Buffet,scooter,0,No,3.82,351.4,Card,Delivered,,36.4
ORD104707,DELRES28DEL05,34,4.3,Delhi,2026-03-15,23:15:00,Cloudy,Medium,1,Drinks,scooter,0,No,2.81,471.02,UPI,Delivered,,26.1
ORD104639,PUNRES17DEL06,27,3.9,Pune,2026-03-15,23:27:00,Sunny,Low,0,Drinks,motorcycle,1,No,1.03,367.49,Cash,Delivered,,18.4
ORD105654,DELRES21DEL08,37,4.5,Delhi,2026-03-16,06:15:00,Sunny,Medium,2,Snack,scooter,2,No,10.1,222.25,Cash,Delivered,,46.3
ORD100508,BENRES24DEL03,20,4.4,Bengaluru,2026-03-16,08:05:00,Sunny,Medium,2,Drinks,motorcycle,0,No,1.56,212.13,Card,Delivered,,17.5
ORD104033,MUMRES42DEL08,18,4.3,Mumbai,2026-03-16,10:01:00,Cloudy,High,1,Snack,motorcycle,2,No,2.76,352.67,UPI,Cancelled,Restaurant Delay,
ORD103458,KOLRES09DEL07,27,5.0,Kolkata,2026-03-16,10:12:00,Sunny,High,2,Snack,motorcycle,2,No,12.15,647.86,UPI,Cancelled,Weather Disruption,
ORD103185,HYDRES22DEL07,39,4.2,Hyderabad,2026-03-16,10:40:00,Cloudy,High,3,Snack,scooter,1,No,5.75,240.6,UPI,Delivered,,47.8
ORD104587,MUMRES31DEL02,27,4.4,Mumbai,2026-03-16,10:52:00,Sunny,High,3,Meal,motorcycle,0,No,3.97,243.01,UPI,Delivered,,29.9
ORD103611,BENRES12DEL04,30,4.6,Bengaluru,2026-03-16,11:04:00,Windy,Low,1,Snack,motorcycle,2,No,1.7,450.88,UPI,Delivered,,32.5
ORD103108,PUNRES02DEL03,22,4.1,Pune,2026-03-16,11:36:00,Sunny,Low,0,Snack,scooter,0,No,4.66,228.22,UPI,Delivered,,30.3
ORD101008,CHERES25DEL06,24,4.7,Chennai,2026-03-16,11:57:00,Stormy,Medium,1,Buffet,motorcycle,0,No,7.42,434.33,UPI,Delivered,,44.0
ORD101582,PUNRES32DEL06,32,4.4,Pune,2026-03-16,12:17:00,Windy,Low,1,Meal,scooter,2,No,5.62,473.88,UPI,Delivered,,41.9
ORD101940,HYDRES13DEL06,32,4.8,Hyderabad,2026-03-16,12:27:00,Fog,Medium,3,Snack,electric_scooter,2,No,16.24,146.67,Card,Delivered,,60.4
ORD103101,MUMRES28DEL03,28,3.9,Mumbai,2026-03-16,12:37:00,Cloudy,Low,1,Buffet,bicycle,2,No,5.09,403.34,UPI,Delivered,,33.8
ORD100371,PUNRES09DEL05,28,4.2,Pune,2026-03-16,12:38:00,Sunny,Medium,0,Meal,scooter,3,No,10.55,252.35,Cash,Delivered,,55.5
ORD102054,MUMRES41DEL02,33,5.0,Mumbai,2026-03-16,12:43:00,Cloudy,Jam,3,Meal,electric_scooter,0,No,1.56,689.46,UPI,Delivered,,40.8
ORD105484,MUMRES14DEL07,26,4.5,Mumbai,2026-03-16,12:50:00,Fog,Medium,1,Buffet,motorcycle,0,No,3.13,240.19,Card,Delivered,,34.9
ORD103319,BENRES03DEL01,26,4.6,Bengaluru,2026-03-16,13:13:00,Cloudy,High,2,Snack,motorcycle,0,No,1.21,451.53,Wallet,Delivered,,31.9
ORD101367,BENRES23DEL01,27,4.3,Bengaluru,2026-03-16,13:52:00,Cloudy,Low,3,Buffet,motorcycle,0,No,1.4,156.81,Wallet,Delivered,,16.2
ORD104530,MUMRES38DEL04,30,4.6,Mumbai,2026-03-16,14:22:00,Sunny,Jam,3,Snack,motorcycle,0,No,1.01,312.92,Cash,Delivered,,33.8
ORD100168,BENRES41DEL03,34,4.7,Bengaluru,2026-03-16,14:26:00,Sandstorms,Medium,2,Drinks,bicycle,1,No,2.84,325.88,UPI,Delivered,,39.5
ORD101530,HYDRES09DEL04,32,4.2,Hyderabad,2026-03-16,15:20:00,Cloudy,Medium,0,Drinks,motorcycle,1,No,1.29,437.1,Card,Delivered,,33.3
ORD102491,BENRES21DEL03,24,4.8,Bengaluru,2026-03-16,16:33:00,Stormy,Medium,3,Buffet,motorcycle,0,No,10.05,331.27,Cash,Delivered,,50.1
ORD102825,DELRES26DEL05,24,3.9,Delhi,2026-03-16,16:37:00,Sunny,High,2,Snack,electric_scooter,2,No,11.5,395.12,Wallet,Delivered,,62.0
ORD100664,KOLRES15DEL04,25,4.5,Kolkata,2026-03-16,17:19:00,Sunny,Low,3,Meal,motorcycle,0,No,2.81,299.34,Cash,Delivered,,21.6
ORD101526,DELRES26DEL05,37,4.0,Delhi,2026-03-16,17:29:00,Sunny,Medium,0,Meal,motorcycle,0,No,3.23,307.15,Cash,Cancelled,Customer Cancelled,
ORD101735,MUMRES29DEL08,27,4.5,Mumbai,2026-03-16,17:59:00,Sunny,High,2,Drinks,electric_scooter,0,No,0.94,146.59,UPI,Delivered,,23.3
ORD102346,MUMRES14DEL06,22,4.7,Mumbai,2026-03-16,18:16:00,Sunny,Medium,1,Buffet,motorcycle,1,No,7.56,252.47,UPI,Cancelled,Customer Cancelled,
ORD102325,CHERES03DEL08,28,4.1,Chennai,2026-03-16,18:25:00,Stormy,Low,1,Buffet,motorcycle,1,No,0.95,199.23,UPI,Delivered,,33.4
ORD104292,DELRES42DEL07,27,4.0,Delhi,2026-03-16,18:41:00,Sunny,Medium,1,Drinks,motorcycle,3,No,8.13,432.7,Cash,Delivered,,47.8
ORD104411,CHERES20DEL07,18,5.0,Chennai,2026-03-16,19:03:00,Sunny,Low,2,Meal,scooter,1,No,1.93,368.98,UPI,Delivered,,25.3
ORD105045,BENRES09DEL01,35,4.9,Bengaluru,2026-03-16,19:20:00,Cloudy,Low,0,Buffet,motorcycle,1,No,2.33,146.75,Cash,Delivered,,21.1
ORD102406,BENRES38DEL04,33,3.9,Bengaluru,2026-03-16,19:41:00,Fog,High,0,Buffet,scooter,0,No,1.1,156.09,UPI,Delivered,,35.6
ORD100764,PUNRES17DEL02,29,4.2,Pune,2026-03-16,20:12:00,Windy,Medium,2,Snack,motorcycle,0,No,2.03,358.34,Card,Delivered,,22.1
ORD100535,BENRES02DEL02,28,3.9,Bengaluru,2026-03-16,20:20:00,Sunny,Low,2,Snack,motorcycle,0,No,3.08,346.11,UPI,Delivered,,18.3
ORD104235,DELRES31DEL01,36,4.4,Delhi,2026-03-16,20:22:00,Stormy,Jam,0,Buffet,bicycle,2,No,2.35,341.6,UPI,Delivered,,59.8
ORD100906,CHERES05DEL05,32,4.6,Chennai,2026-03-16,20:29:00,Fog,Medium,3,Meal,motorcycle,0,No,2.45,326.43,UPI,Delivered,,28.3
ORD105907,CHERES41DEL06,30,4.3,Chennai,2026-03-16,21:32:00,Sandstorms,Medium,1,Snack,motorcycle,1,No,15.26,424.61,UPI,Delivered,,59.2
ORD101757,DELRES39DEL01,23,5.0,Delhi,2026-03-16,21:42:00,Cloudy,High,1,Buffet,motorcycle,1,No,1.85,192.46,UPI,Delivered,,29.3
ORD100838,DELRES29DEL05,26,4.4,Delhi,2026-03-16,21:51:00,Sunny,Low,3,Meal,scooter,2,No,12.75,458.54,UPI,Delivered,,50.1
ORD104324,CHERES19DEL06,29,3.8,Chennai,2026-03-16,21:53:00,Cloudy,High,2,Meal,electric_scooter,1,No,8.95,234.48,UPI,Delivered,,45.2
ORD105119,DELRES42DEL05,32,4.1,Delhi,2026-03-16,21:53:00,Stormy,Low,1,Drinks,scooter,2,No,6.7,311.83,UPI,Cancelled,Weather Disruption,
ORD104989,BENRES08DEL01,27,4.7,Bengaluru,2026-03-16,21:55:00,Sunny,Low,3,Meal,scooter,0,No,1.56,203.11,Wallet,Cancelled,Traffic Delay,
ORD100585,KOLRES28DEL03,20,4.5,Kolkata,2026-03-16,21:56:00,Sunny,High,2,Meal,scooter,3,No,8.88,240.23,Card,Cancelled,Delivery Partner Unavailable,
ORD102055,MUMRES33DEL06,29,5.0,Mumbai,2026-03-16,23:38:00,Sunny,Medium,2,Snack,motorcycle,0,No,2.16,385.31,UPI,Delivered,,26.4
ORD100773,MUMRES18DEL04,19,4.4,Mumbai,2026-03-17,02:30:00,Sandstorms,Low,1,Drinks,electric_scooter,0,No,13.91,80.0,Wallet,Cancelled,Restaurant Delay,
ORD105035,KOLRES37DEL03,32,4.4,Kolkata,2026-03-17,07:13:00,Sunny,Medium,0,Buffet,motorcycle,2,No,2.26,444.36,Cash,Cancelled,Weather Disruption,
ORD105284,MUMRES40DEL04,22,4.5,Mumbai,2026-03-17,08:11:00,Sunny,Low,3,Meal,scooter,1,No,5.97,391.82,UPI,Delivered,,34.6
ORD104942,HYDRES44DEL02,24,4.0,Hyderabad,2026-03-17,08:17:00,Sunny,High,0,Snack,scooter,2,No,5.14,84.98,UPI,Delivered,,39.8
ORD103345,DELRES23DEL01,30,4.7,Delhi,2026-03-17,09:29:00,Cloudy,High,3,Snack,scooter,0,No,9.33,314.86,UPI,Delivered,,46.1
ORD103659,MUMRES07DEL04,36,4.0,Mumbai,2026-03-17,09:39:00,Sunny,Medium,0,Snack,scooter,1,No,1.02,181.38,UPI,Delivered,,33.4
ORD100428,PUNRES02DEL08,30,3.9,Pune,2026-03-17,10:04:00,Cloudy,Low,3,Drinks,motorcycle,0,No,5.66,227.3,UPI,Delivered,,29.6
ORD101828,BENRES29DEL06,29,4.6,Bengaluru,2026-03-17,10:11:00,Stormy,Medium,3,Meal,motorcycle,0,No,4.61,214.98,Cash,Delivered,,39.5
ORD105999,MUMRES35DEL05,36,4.6,Mumbai,2026-03-17,10:12:00,Sunny,Medium,1,Buffet,motorcycle,3,No,3.6,258.19,UPI,Delivered,,40.0
ORD104425,MUMRES01DEL02,25,4.2,Mumbai,2026-03-17,10:14:00,Sunny,High,2,Buffet,scooter,1,No,2.74,192.17,Wallet,Delivered,,38.1
ORD103517,CHERES13DEL02,25,4.1,Chennai,2026-03-17,10:22:00,Windy,Low,3,Drinks,electric_scooter,3,No,1.8,204.3,UPI,Delivered,,43.1
ORD105435,KOLRES14DEL07,31,4.5,Kolkata,2026-03-17,11:01:00,Stormy,Medium,2,Buffet,motorcycle,0,No,12.49,183.79,UPI,Delivered,,53.4
ORD104196,HYDRES27DEL02,24,3.7,Hyderabad,2026-03-17,11:18:00,Windy,Low,0,Snack,motorcycle,3,No,2.9,450.01,Cash,Delivered,,31.1
ORD104389,DELRES01DEL04,21,4.4,Delhi,2026-03-17,11:44:00,Sunny,High,1,Buffet,motorcycle,0,No,5.43,152.12,Cash,Delivered,,33.6
ORD102209,BENRES25DEL02,19,4.7,Bengaluru,2026-03-17,12:07:00,Cloudy,Medium,3,Drinks,motorcycle,1,No,5.26,80.0,UPI,Delivered,,36.6
ORD102632,CHERES26DEL08,35,4.4,Chennai,2026-03-17,12:14:00,Sunny,Jam,1,Buffet,bicycle,0,No,15.66,168.89,UPI,Cancelled,Traffic Delay,
ORD103048,HYDRES16DEL03,19,4.2,Hyderabad,2026-03-17,12:20:00,Windy,Medium,1,Meal,motorcycle,1,No,3.15,446.71,Cash,Delivered,,35.0
ORD104606,MUMRES33DEL03,34,4.5,Mumbai,2026-03-17,12:34:00,Sandstorms,High,2,Drinks,motorcycle,0,No,1.0,236.98,Cash,Delivered,,35.9
ORD101401,PUNRES12DEL05,23,4.5,Pune,2026-03-17,12:52:00,Sunny,High,3,Snack,motorcycle,3,No,9.25,275.47,Wallet,Delivered,,54.8
ORD103531,BENRES22DEL03,34,4.9,Bengaluru,2026-03-17,12:59:00,Sunny,Medium,3,Buffet,motorcycle,0,No,11.56,249.4,UPI,Delivered,,34.6
ORD100269,DELRES09DEL05,27,3.8,Delhi,2026-03-17,13:28:00,Cloudy,Medium,0,Snack,electric_scooter,1,No,4.68,272.41,Cash,Delivered,,30.8
ORD105548,DELRES34DEL05,30,4.6,Delhi,2026-03-17,13:54:00,Fog,High,0,Meal,scooter,0,No,3.07,347.79,Cash,Cancelled,Delivery Partner Unavailable,
ORD101994,HYDRES18DEL07,39,4.4,Hyderabad,2026-03-17,14:16:00,Sunny,Low,3,Snack,motorcycle,1,No,2.82,555.66,Wallet,Delivered,,22.2
ORD103567,HYDRES10DEL03,24,4.5,Hyderabad,2026-03-17,15:39:00,Cloudy,Jam,2,Snack,scooter,0,No,8.97,400.64,UPI,Delivered,,46.4
ORD104749,HYDRES42DEL03,23,4.9,Hyderabad,2026-03-17,16:22:00,Cloudy,Low,3,Meal,electric_scooter,1,No,1.79,263.65,UPI,Delivered,,25.7
ORD103412,CHERES31DEL08,27,4.2,Chennai,2026-03-17,17:14:00,Sunny,Medium,2,Snack,motorcycle,1,No,1.44,128.9,UPI,Cancelled,Restaurant Delay,
ORD101597,HYDRES02DEL04,18,4.8,Hyderabad,2026-03-17,17:19:00,Sunny,Jam,3,Meal,motorcycle,1,No,19.18,531.75,Cash,Delivered,,66.0
ORD103573,CHERES32DEL06,31,4.2,Chennai,2026-03-17,17:29:00,Stormy,Medium,3,Drinks,electric_scooter,0,No,3.99,444.58,UPI,Delivered,,38.1
ORD103203,HYDRES18DEL04,24,4.3,Hyderabad,2026-03-17,18:10:00,Cloudy,Medium,1,Drinks,motorcycle,0,No,1.48,81.13,Cash,Delivered,,25.7
ORD104433,BENRES37DEL07,24,4.9,Bengaluru,2026-03-17,18:13:00,Fog,High,3,Drinks,motorcycle,1,No,15.36,494.93,Cash,Delivered,,69.3
ORD105973,PUNRES10DEL03,33,4.2,Pune,2026-03-17,18:34:00,Cloudy,Low,1,Snack,motorcycle,1,No,10.11,258.8,UPI,Delivered,,45.1
ORD103562,BENRES10DEL04,34,4.3,Bengaluru,2026-03-17,18:45:00,Windy,Low,2,Snack,motorcycle,0,No,2.99,143.35,Cash,Delivered,,23.6
ORD104172,PUNRES35DEL02,39,4.4,Pune,2026-03-17,18:49:00,Stormy,High,3,Meal,bicycle,0,No,2.62,192.38,UPI,Cancelled,Customer Cancelled,
ORD100039,MUMRES13DEL03,36,4.3,Mumbai,2026-03-17,18:58:00,Sunny,Low,0,Drinks,motorcycle,2,No,3.13,280.16,Cash,Delivered,,33.7
ORD101482,DELRES28DEL04,31,4.4,Delhi,2026-03-17,19:08:00,Cloudy,Medium,1,Snack,scooter,2,No,1.12,270.73,UPI,Delivered,,34.4
ORD102900,CHERES06DEL04,21,4.8,Chennai,2026-03-17,19:10:00,Cloudy,High,3,Meal,scooter,0,No,8.25,324.83,UPI,Delivered,,39.6
ORD105921,BENRES37DEL06,27,4.5,Bengaluru,2026-03-17,19:18:00,Windy,Medium,1,Meal,motorcycle,0,No,2.21,373.58,UPI,Delivered,,22.0
ORD101426,BENRES22DEL03,30,4.9,Bengaluru,2026-03-17,19:49:00,Stormy,Medium,0,Snack,scooter,0,No,7.15,166.76,UPI,Delivered,,42.7
ORD102596,MUMRES27DEL02,19,4.1,Mumbai,2026-03-17,19:56:00,Windy,Low,1,Snack,scooter,1,No,14.91,156.59,Cash,Delivered,,46.6
ORD104526,DELRES17DEL01,30,4.8,Delhi,2026-03-17,20:24:00,Sunny,Medium,3,Meal,motorcycle,2,No,7.14,132.3,UPI,Delivered,,46.4
ORD105281,MUMRES22DEL01,19,4.0,Mumbai,2026-03-17,20:27:00,Fog,Low,3,Drinks,motorcycle,0,No,14.65,196.37,UPI,Delivered,,56.5
ORD103257,BENRES15DEL06,34,5.0,Bengaluru,2026-03-17,20:29:00,Cloudy,Low,0,Drinks,motorcycle,1,No,2.42,289.09,Card,Delivered,,27.9
ORD101003,CHERES04DEL03,23,3.7,Chennai,2026-03-17,21:15:00,Cloudy,Low,1,Buffet,motorcycle,0,No,2.25,337.34,Card,Delivered,,17.9
ORD105099,CHERES33DEL06,27,3.8,Chennai,2026-03-17,21:27:00,Windy,Medium,0,Drinks,motorcycle,0,No,4.42,242.67,Cash,Delivered,,31.7
ORD103267,BENRES18DEL06,19,4.5,Bengaluru,2026-03-17,21:42:00,Sandstorms,Medium,2,Drinks,motorcycle,0,No,2.04,160.93,Cash,Delivered,,34.9
ORD104293,BENRES38DEL01,30,4.6,Bengaluru,2026-03-17,21:51:00,Sunny,Medium,0,Buffet,scooter,3,No,3.03,404.19,UPI,Delivered,,42.4
ORD105426,MUMRES38DEL05,31,4.6,Mumbai,2026-03-17,22:06:00,Fog,High,3,Drinks,motorcycle,2,No,11.81,133.43,UPI,Delivered,,62.2
ORD101762,BENRES33DEL07,35,4.3,Bengaluru,2026-03-17,22:16:00,Sunny,Medium,2,Snack,bicycle,0,No,10.15,644.52,UPI,Delivered,,36.0
ORD103001,DELRES08DEL04,36,5.0,Delhi,2026-03-17,22:23:00,Sunny,Low,2,Meal,scooter,0,No,1.96,393.45,UPI,Delivered,,27.0
ORD101670,MUMRES39DEL02,25,5.0,Mumbai,2026-03-17,22:53:00,Cloudy,Medium,2,Meal,motorcycle,0,No,4.08,218.86,Card,Delivered,,30.9
